game_id,image_id,rep_num,step_size
0,0,2,0.2600216865539551
0,0,3,0.14039576053619385
0,0,4,0.07092000544071198
0,0,5,0.04278594255447388
0,0,6,0.028622111305594444
0,1,2,0.3411041796207428
0,1,3,0.16110403835773468
0,1,4,0.09325717389583588
0,1,5,0.09108728915452957
0,1,6,0.06269571185112
0,2,2,0.2616254985332489
0,2,3,0.08959262073040009
0,2,4,0.08353587985038757
0,2,5,0.0336972251534462
0,2,6,0.022542109712958336
0,3,2,0.28733938932418823
0,3,3,0.09839825332164764
0,3,4,0.04970523715019226
0,3,5,0.02998710423707962
0,3,6,0.020060185343027115
0,4,2,0.16714300215244293
0,4,3,0.05723746120929718
0,4,4,0.028913144022226334
0,4,5,0.017443249002099037
0,4,6,0.01166884507983923
0,5,2,0.27249088883399963
0,5,3,0.1782410889863968
0,5,4,0.10241929441690445
0,5,5,0.06178942322731018
0,5,6,0.04133468493819237
0,6,2,0.28200268745422363
0,6,3,0.12495636940002441
0,6,4,0.1287228763103485
0,6,5,0.07765833288431168
0,6,6,0.0494195781648159
0,7,2,0.16104625165462494
0,7,3,0.09999197721481323
0,7,4,0.07101436704397202
0,7,5,0.09015373140573502
0,7,6,0.06357141584157944
0,8,2,0.2254115641117096
0,8,3,0.14966066181659698
0,8,4,0.07560010999441147
0,8,5,0.04560944437980652
0,8,6,0.0305109191685915
0,9,2,0.25185126066207886
0,9,3,0.17172449827194214
0,9,4,0.07615692913532257
0,9,5,0.045945361256599426
0,9,6,0.06711843609809875
0,10,2,0.31250929832458496
0,10,3,0.10701759159564972
0,10,4,0.07602602988481522
0,10,5,0.041363995522260666
0,10,6,0.027670882642269135
0,11,2,0.27482879161834717
0,11,3,0.11033505201339722
0,11,4,0.062129151076078415
0,11,5,0.037482425570487976
0,11,6,0.025074267759919167
1,0,2,0.2567814290523529
1,0,3,0.08793380111455917
1,0,4,0.04441918805241585
1,0,5,0.026798037812113762
1,0,6,0.06270314007997513
1,1,2,0.5566274523735046
1,1,3,0.002497058128938079
1,1,4,0.11771099269390106
1,1,5,0.1385330706834793
1,1,6,0.09766727685928345
1,2,2,0.27260592579841614
1,2,3,0.22673152387142181
1,2,4,0.11453194916248322
1,2,5,0.06909697502851486
1,2,6,0.06543838977813721
1,3,2,0.1726195514202118
1,3,3,0.15058915317058563
1,3,4,0.0940052941441536
1,3,5,0.09490519016981125
1,3,6,0.00044557798537425697
1,4,2,0.25350117683410645
1,4,3,0.09535355120897293
1,4,4,0.12325821816921234
1,4,5,0.0835295096039772
1,4,6,0.055877935141325
1,5,2,0.15351401269435883
1,5,3,0.13315649330615997
1,5,4,0.06726314127445221
1,5,5,0.04057976230978966
1,5,6,0.02714625746011734
1,6,2,0.5696060061454773
1,6,3,0.002098856959491968
1,6,4,0.0024459827691316605
1,6,5,0.36351609230041504
1,6,6,0.19297438859939575
1,7,2,0.6235394477844238
1,7,3,0.44287100434303284
1,7,4,0.15212208032608032
1,7,5,0.10004914551973343
1,7,6,0.061990536749362946
1,8,2,0.35329267382621765
1,8,3,0.1863597184419632
1,8,4,0.09667383134365082
1,8,5,0.07194031029939651
1,8,6,0.060953523963689804
1,9,2,0.21884219348430634
1,9,3,0.13118697702884674
1,9,4,0.08940894156694412
1,9,5,0.053940292447805405
1,9,6,0.052211396396160126
1,10,2,0.2771899700164795
1,10,3,0.2684652507305145
1,10,4,0.1699378341436386
1,10,5,0.13267314434051514
1,10,6,0.09203832596540451
1,11,2,0.0614827461540699
1,11,3,0.5892541408538818
1,11,4,0.0025203244294971228
