game_id,image_id,rep_num,displacement,prev_success
8,7,4,0.0,True
8,7,5,0.0,True
8,7,6,0.374110609292984,True
8,8,2,0.0,True
8,8,3,0.0,True
8,8,4,0.0,True
8,8,5,0.3082132935523987,True
8,8,6,0.0,True
8,9,2,0.6604198813438416,False
8,9,3,0.5036147832870483,True
8,9,4,0.26193302869796753,True
8,9,5,0.49911969900131226,True
8,9,6,0.0,True
8,10,2,0.6993771195411682,False
8,10,3,0.9136273860931396,True
8,10,4,0.21844007074832916,True
8,10,5,0.29483562707901,True
8,10,6,0.0,True
8,11,2,0.8172314763069153,True
8,11,3,0.6563838124275208,True
8,11,4,0.0,True
8,11,5,0.0,True
8,11,6,0.3170982897281647,True
9,0,2,0.0,True
9,0,3,0.3928661644458771,True
9,0,4,0.3928661644458771,True
9,0,5,0.0,True
9,0,6,0.0,True
9,1,2,0.8219426870346069,False
9,1,3,0.0,True
9,1,4,0.0,True
9,1,5,0.0,True
9,1,6,0.0,True
9,2,2,0.5881085395812988,True
9,2,3,0.0,True
9,2,4,0.0,True
9,2,5,0.0,True
9,2,6,0.0,True
9,3,2,0.24616585671901703,True
9,3,3,0.1776166707277298,True
9,3,4,0.0,True
9,3,5,0.0,True
9,3,6,0.0,True
9,4,2,0.38541319966316223,True
9,4,3,0.0,True
9,4,4,0.0,True
9,4,5,0.0,True
9,4,6,0.0,True
9,5,2,0.26399892568588257,True
9,5,3,0.26399892568588257,True
9,5,4,0.0,True
9,5,5,0.0,True
9,5,6,0.0,True
9,6,2,0.4794793725013733,False
9,6,3,0.7892930507659912,True
9,6,4,0.0,True
9,6,5,0.0,True
9,6,6,0.0,True
9,7,2,0.4987371563911438,False
9,7,3,0.0,True
9,7,4,0.0,True
9,7,5,0.0,True
9,7,6,0.0,True
9,8,2,0.19582125544548035,True
9,8,3,0.2059711217880249,True
9,8,4,0.0,True
9,8,5,0.0,True
9,8,6,0.24212555587291718,True
9,9,2,0.3770020306110382,True
9,9,3,0.49413007497787476,True
9,9,4,0.0,True
9,9,5,0.0,True
9,9,6,0.0,True
9,10,2,0.6532048583030701,True
9,10,3,0.0,True
9,10,4,0.0,True
9,10,5,0.0,True
9,10,6,0.2286859005689621,True
9,11,2,0.7209544777870178,True
9,11,3,0.0,True
9,11,4,0.0,True
9,11,5,0.0,True
9,11,6,0.0,True
10,0,2,0.49418896436691284,True
10,0,3,0.7322367429733276,True
10,0,4,0.348874032497406,True
10,0,5,0.0,True
10,0,6,0.48718878626823425,True
10,1,2,0.5045433044433594,True
10,1,3,0.37364935874938965,True
10,1,4,0.5138798952102661,True
10,1,5,0.0,True
10,1,6,0.0,True
10,2,2,0.7123926877975464,True
10,2,3,0.4602484405040741,True
10,2,4,0.5457637906074524,True
10,2,5,0.0,True
10,2,6,0.0,True
10,3,2,0.8615785837173462,True
10,3,3,0.8786470890045166,True
10,3,4,0.7154607772827148,True
10,3,5,0.29430875182151794,True
10,3,6,0.0,True
10,4,2,0.5239407420158386,True
10,4,3,0.48245829343795776,True
10,4,4,0.4144091010093689,True
10,4,5,0.34091565012931824,True
10,4,6,0.3903711140155792,True
10,5,2,0.6566735506057739,True
10,5,3,0.4113563299179077,True
10,5,4,0.5116398334503174,True
10,5,5,0.22650456428527832,True
10,5,6,0.3354792594909668,True
10,6,2,0.6365400552749634,True
10,6,3,0.19772212207317352,True
10,6,4,0.3784913718700409,True
10,6,5,0.5199155807495117,True
10,6,6,0.476415753364563,True
10,7,2,0.7712247967720032,True
10,7,3,0.7500755190849304,True
10,7,4,0.8599064946174622,True
10,7,5,0.0,True
10,7,6,0.0,True
10,8,2,0.8570409417152405,True
10,8,3,0.0,True
10,8,4,0.19546788930892944,True
10,8,5,0.19546788930892944,True
10,8,6,0.0,True
10,9,2,0.6662759780883789,True
10,9,3,1.0576276779174805,True
10,9,4,0.5672974586486816,True
10,9,5,0.5672974586486816,True
10,9,6,0.0,True
10,10,2,0.6033750176429749,True
10,10,3,0.8787105679512024,True
10,10,4,0.3369505703449249,True
10,10,5,0.0,True
10,10,6,0.0,True
10,11,2,0.834322452545166,True
10,11,3,0.6680831909179688,True
10,11,4,0.5286597013473511,True
10,11,5,0.5140288472175598,True
10,11,6,0.3484511971473694,True
11,0,2,0.5044984221458435,False
11,0,3,0.31635457277297974,True
11,0,4,0.0,True
11,0,5,0.0,True
11,0,6,0.0,True
11,1,2,0.2981262803077698,True
11,1,3,0.0,True
11,1,4,0.16826961934566498,True
11,1,5,0.18635961413383484,True
11,1,6,0.14604569971561432,True
11,2,2,0.0,True
11,2,3,0.24047379195690155,True
11,2,4,0.24047379195690155,True
11,2,5,0.3512307405471802,True
11,2,6,0.25061821937561035,True
11,3,2,0.27848371863365173,True
11,3,3,0.2624775171279907,True
11,3,4,0.5355262160301208,True
11,3,5,0.0,True
11,3,6,0.0,True
11,4,2,0.545935332775116,True
11,4,3,0.31700399518013,True
11,4,4,0.24588917195796967,True
11,4,5,0.0,True
11,4,6,0.0,True
11,5,2,0.3834224045276642,True
11,5,3,0.3834224045276642,True
11,5,4,0.436777800321579,True
11,5,5,0.0,True
11,5,6,0.0,True
11,6,2,0.2873358726501465,True
11,6,3,0.38307011127471924,False
11,6,4,0.24730493128299713,True
11,6,5,0.24730493128299713,True
11,6,6,0.17721989750862122,True
11,7,2,0.47771504521369934,True
11,7,3,0.42973798513412476,True
11,7,4,0.0,True
11,7,5,0.0,True
11,7,6,0.0,True
11,8,2,0.3900182545185089,True
11,8,3,0.4340693950653076,True
11,8,4,0.5557110905647278,True
11,8,5,0.0,True
11,8,6,0.0,True
11,9,2,0.4695023000240326,False
11,9,3,0.5268798470497131,False
11,9,4,0.4554082155227661,True
11,9,5,0.31299012899398804,False
11,9,6,0.0,True
11,10,2,0.23319575190544128,True
11,10,3,0.3846253454685211,True
11,10,4,0.25681421160697937,False
11,10,5,0.5101583003997803,False
11,10,6,0.3058088719844818,True
11,11,2,0.7259661555290222,False
11,11,3,0.5662402510643005,True
11,11,4,0.5662402510643005,True
11,11,5,0.513684093952179,True
11,11,6,0.31084129214286804,True
12,0,2,0.43657928705215454,True
12,0,3,0.4507989287376404,True
12,0,4,0.5854208469390869,True
12,0,5,0.0,True
12,0,6,0.478376179933548,True
12,1,2,0.39776161313056946,True
12,1,3,0.4849308133125305,True
12,1,4,0.3565712571144104,True
12,1,5,0.0,True
12,1,6,0.0,True
12,2,2,0.4466734528541565,True
12,2,3,0.12532810866832733,True
12,2,4,0.2795194983482361,True
12,2,5,0.0,True
12,2,6,0.0,True
12,3,2,0.4399755299091339,True
12,3,3,0.6775739192962646,True
12,3,4,0.42935410141944885,True
12,3,5,0.4412509799003601,True
12,3,6,0.0,True
12,4,2,0.44774121046066284,True
12,4,3,0.40315482020378113,True
12,4,4,0.0,True
12,4,5,0.1959574967622757,True
12,4,6,0.0,True
12,5,2,0.4393942356109619,True
12,5,3,0.3680284917354584,True
12,5,4,0.3450744152069092,True
12,5,5,0.47440266609191895,True
12,5,6,0.0,True
12,6,2,0.5582655072212219,True
12,6,3,0.6271215677261353,True
12,6,4,0.22564011812210083,True
12,6,5,0.0,True
12,6,6,0.0,True
12,7,2,0.6597972512245178,False
12,7,3,0.5599943995475769,False
12,7,4,0.0,True
12,7,5,0.0,True
12,7,6,0.0,True
12,8,2,0.49352437257766724,True
12,8,3,0.3920324444770813,True
12,8,4,0.3124524652957916,True
12,8,5,0.16196785867214203,True
12,8,6,0.2875373363494873,True
12,9,2,0.3578268885612488,True
12,9,3,0.47556936740875244,False
12,9,4,0.27231165766716003,True
12,9,5,0.0,True
12,9,6,0.0,True
12,10,2,0.4963943362236023,True
12,10,3,0.6075987219810486,True
12,10,4,0.7553483843803406,True
12,10,5,0.7247875928878784,True
12,10,6,0.0,True
12,11,2,0.6932364702224731,False
12,11,3,0.6942956447601318,True
12,11,4,0.2969844937324524,False
12,11,5,0.5076576471328735,True
12,11,6,0.0,True
13,0,2,0.5542564392089844,True
13,0,3,0.7019920945167542,True
13,0,4,0.5657634735107422,True
13,0,5,0.5657634735107422,True
13,0,6,0.0,True
13,1,2,0.7865505218505859,True
13,1,3,0.7381737232208252,True
13,1,4,0.28658348321914673,True
13,1,5,0.28658348321914673,True
13,1,6,0.0,True
13,2,2,0.44355207681655884,True
13,2,3,0.6629880666732788,True
13,2,4,0.6436178684234619,True
13,2,5,0.0,True
13,2,6,0.0,True
13,3,2,0.7835900783538818,True
13,3,3,0.7189165353775024,True
13,3,4,0.0,True
13,3,5,0.0,True
13,3,6,0.0,True
13,4,2,0.4277391731739044,True
13,4,3,0.4837493598461151,False
13,4,4,0.6886934638023376,False
13,4,5,0.46398112177848816,True
13,4,6,0.0,True
13,5,2,0.6836807131767273,True
13,5,3,0.6267695426940918,True
13,5,4,0.6559904217720032,True
13,5,5,0.0,True
13,5,6,0.0,True
13,6,2,0.7498160600662231,True
13,6,3,0.5709924101829529,True
13,6,4,0.41573405265808105,True
13,6,5,0.0,True
13,6,6,0.0,True
13,7,2,0.5793877243995667,True
13,7,3,0.6676999926567078,True
