game_id,image_id,rep_num,step_size
0,0,2,0.2282063215970993
0,0,3,0.12993429601192474
0,0,4,0.06852076947689056
0,0,5,0.04232509434223175
0,0,6,0.02874075621366501
0,1,2,0.2860935628414154
0,1,3,0.14543674886226654
0,1,4,0.08804533630609512
0,1,5,0.08729836344718933
0,1,6,0.06090031564235687
0,2,2,0.22392238676548004
0,2,3,0.0853332132101059
0,2,4,0.07898001372814178
0,2,5,0.0338306650519371
0,2,6,0.02297263778746128
0,3,2,0.24390268325805664
0,3,3,0.09294738620519638
0,3,4,0.04901575297117233
0,3,5,0.030276890844106674
0,3,6,0.020559458062052727
0,4,2,0.14645753800868988
0,4,3,0.055812615901231766
0,4,4,0.02943274937570095
0,4,5,0.018180526793003082
0,4,6,0.01234545186161995
0,5,2,0.23952490091323853
0,5,3,0.16492289304733276
0,5,4,0.09787370264530182
0,5,5,0.06045631691813469
0,5,6,0.04105272516608238
0,6,2,0.24379944801330566
0,6,3,0.11363155394792557
0,6,4,0.12027251720428467
0,6,5,0.07429199665784836
0,6,6,0.04797232151031494
0,7,2,0.13914702832698822
0,7,3,0.09456639736890793
0,7,4,0.06944812834262848
0,7,5,0.08542358875274658
0,7,6,0.061170611530542374
0,8,2,0.19484801590442657
0,8,3,0.13694174587726593
0,8,4,0.07221615314483643
0,8,5,0.04460771754384041
0,8,6,0.030290767550468445
0,9,2,0.22051456570625305
0,9,3,0.15531986951828003
0,9,4,0.07359319180250168
0,9,5,0.04545831307768822
0,9,6,0.06436364352703094
0,10,2,0.26203903555870056
0,10,3,0.099858857691288
0,10,4,0.07115480303764343
0,10,5,0.04080735892057419
0,10,6,0.027710143476724625
0,11,2,0.2379639744758606
0,11,3,0.10529172420501709
0,11,4,0.06049686297774315
0,11,5,0.03736874461174011
0,11,6,0.025375159457325935
1,0,2,0.2167692631483078
1,0,3,0.08260727673768997
1,0,4,0.04356290027499199
1,0,5,0.02690868265926838
1,0,6,0.05980586260557175
1,1,2,0.4498612880706787
1,1,3,0.012303433381021023
1,1,4,0.10730985552072525
1,1,5,0.120098777115345
1,1,6,0.08814701437950134
1,2,2,0.2545627951622009
1,2,3,0.19994673132896423
1,2,4,0.10544180870056152
1,2,5,0.06513111293315887
1,2,6,0.06236179545521736
1,3,2,0.14856740832328796
1,3,3,0.1361018717288971
1,3,4,0.08850479871034622
1,3,5,0.09014946967363358
1,3,6,0.0028717622626572847
1,4,2,0.2127072811126709
1,4,3,0.08949228376150131
1,4,4,0.11443169414997101
1,4,5,0.07875291258096695
1,4,6,0.05347698554396629
1,5,2,0.13050693273544312
1,5,3,0.1196180135011673
1,5,4,0.06308048963546753
1,5,5,0.03896464407444
1,5,6,0.026458853855729103
1,6,2,0.4700075089931488
1,6,3,0.010567217133939266
1,6,4,0.011859100311994553
1,6,5,0.28926602005958557
1,6,6,0.17007985711097717
1,7,2,0.5154210925102234
1,7,3,0.36614423990249634
1,7,4,0.1418113261461258
1,7,5,0.0948415994644165
1,7,6,0.060141727328300476
1,8,2,0.3088417649269104
1,8,3,0.1716146618127823
1,8,4,0.09227821230888367
1,8,5,0.06908994168043137
1,8,6,0.05938861146569252
1,9,2,0.18794186413288116
1,9,3,0.12083268910646439
1,9,4,0.08425622433423996
1,9,5,0.052044834941625595
1,9,6,0.050500329583883286
1,10,2,0.23007163405418396
1,10,3,0.25166425108909607
1,10,4,0.16167783737182617
1,10,5,0.1258232742547989
1,10,6,0.08822206407785416
1,11,2,0.07102905958890915
1,11,3,0.47173354029655457
1,11,4,0.013438382185995579
1,11,5,0.01778208091855049
1,11,6,0.29009687900543213
2,0,2,0.14060986042022705
2,0,3,0.13275672495365143
2,0,4,0.04839487373828888
2,0,5,0.029893379658460617
2,0,6,0.020299032330513
2,1,2,0.07827921211719513
2,1,3,0.15479953587055206
2,1,4,0.0033276507165282965
2,1,5,0.11302017420530319
2,1,6,0.003055848181247711
2,2,2,0.09657852351665497
2,2,3,0.0386199988424778
2,2,4,0.005235662218183279
2,2,5,0.08477271348237991
2,2,6,0.08752056211233139
2,3,2,0.012584530748426914
2,3,3,0.014672379940748215
2,3,4,0.013339916244149208
2,3,5,0.219508096575737
